order_date,order_id,region,channel,category,product,units,unit_price,discount_rate,returned,shipping_days
2024-11-01,ORD-002211,South,Social,Home,Storage Box,2,50.43,0.1,0,3
2024-11-14,ORD-002212,South,Social,Home,Desk Lamp,11,88.9,0,0,5
2024-11-04,ORD-002213,South,Social,Beauty,Skin Care Set,8,166.77,0.15,0,3
2024-11-24,ORD-002214,South,Social,Beauty,Hair Dryer,3,221.58,0,0,4
2024-11-24,ORD-002215,South,Social,Beauty,Hair Dryer,5,236.77,0.05,0,2
2024-11-28,ORD-002216,South,Social,Beauty,Hair Dryer,12,220.66,0,0,1
2024-11-26,ORD-002217,South,Social,Beauty,Hair Dryer,4,236.32,0,0,5
2024-11-07,ORD-002218,South,Social,Sports,Fitness Band,3,76.28,0.15,0,7
2024-11-23,ORD-002219,South,Social,Sports,Yoga Mat,7,96.05,0.15,0,3
2024-11-19,ORD-002220,South,Social,Sports,Yoga Mat,7,102.81,0.1,0,3
2024-11-24,ORD-002221,South,Social,Sports,Yoga Mat,8,97.31,0,0,2
2024-11-13,ORD-002222,East,Marketplace,Electronics,Smart Watch,3,395.13,0.05,0,5
2024-11-23,ORD-002223,East,Marketplace,Electronics,Earbuds,2,190.49,0,0,5
2024-11-27,ORD-002224,East,Marketplace,Electronics,Earbuds,4,199.37,0.15,0,4
2024-11-18,ORD-002225,East,Marketplace,Electronics,Smart Watch,2,418.37,0.1,0,1
2024-11-11,ORD-002226,East,Marketplace,Electronics,Smart Watch,3,396.04,0.15,1,5
2024-11-18,ORD-002227,East,Marketplace,Electronics,Earbuds,4,208.55,0.05,0,8
2024-11-04,ORD-002228,East,Marketplace,Home,Storage Box,10,49.92,0,0,2
2024-11-05,ORD-002229,East,Marketplace,Home,Storage Box,3,50.17,0.05,0,5
2024-11-10,ORD-002230,East,Marketplace,Home,Desk Lamp,4,86.44,0.1,0,1
2024-11-27,ORD-002231,East,Marketplace,Home,Desk Lamp,5,91.13,0.15,0,3
2024-11-07,ORD-002232,East,Marketplace,Home,Desk Lamp,8,90.12,0,0,2
2024-11-04,ORD-002233,East,Marketplace,Home,Storage Box,11,50.83,0.05,0,1
2024-11-25,ORD-002234,East,Marketplace,Beauty,Skin Care Set,1,158.38,0,0,3
2024-11-09,ORD-002235,East,Marketplace,Beauty,Hair Dryer,1,228.76,0.15,0,2
2024-11-08,ORD-002236,East,Marketplace,Beauty,Skin Care Set,10,166.83,0.15,0,4
2024-11-13,ORD-002237,East,Marketplace,Beauty,Hair Dryer,1,218.41,0,0,4
2024-11-22,ORD-002238,East,Marketplace,Beauty,Hair Dryer,3,223.75,0,0,3
2024-11-08,ORD-002239,East,Marketplace,Sports,Yoga Mat,11,96.75,0.15,0,3
2024-11-28,ORD-002240,East,Marketplace,Sports,Fitness Band,5,76.4,0.15,0,4
2024-11-25,ORD-002241,East,Marketplace,Sports,Fitness Band,6,80.92,0,0,3
2024-11-22,ORD-002242,East,Direct,Electronics,Earbuds,1,201.5,0.1,0,1
2024-11-10,ORD-002243,East,Direct,Electronics,Earbuds,4,201.92,0.1,0,3
2024-11-14,ORD-002244,East,Direct,Electronics,Smart Watch,1,384.97,0,0,2
2024-11-03,ORD-002245,East,Direct,Electronics,Earbuds,8,197.4,0.05,0,3
2024-11-28,ORD-002246,East,Direct,Electronics,Smart Watch,3,399.74,0,0,2
2024-11-27,ORD-002247,East,Direct,Home,Desk Lamp,8,85.51,0.1,0,3
2024-11-11,ORD-002248,East,Direct,Home,Desk Lamp,5,87.83,0,0,5
2024-11-23,ORD-002249,East,Direct,Home,Storage Box,10,48.05,0.15,0,2
2024-11-08,ORD-002250,East,Direct,Home,Desk Lamp,7,87.49,0.05,1,5
2024-11-19,ORD-002251,East,Direct,Home,Storage Box,3,50.42,0.15,0,4
2024-11-03,ORD-002252,East,Direct,Beauty,Skin Care Set,7,155.45,0.05,0,3
2024-11-12,ORD-002253,East,Direct,Beauty,Skin Care Set,11,160.65,0,0,1
2024-11-15,ORD-002254,East,Direct,Beauty,Skin Care Set,2,163.9,0,0,5
2024-11-18,ORD-002255,East,Direct,Sports,Yoga Mat,9,101.17,0,0,5
2024-11-22,ORD-002256,East,Direct,Sports,Fitness Band,10,77.02,0.05,0,4
2024-11-04,ORD-002257,East,Direct,Sports,Fitness Band,3,81.95,0.15,0,3
2024-11-11,ORD-002258,East,Direct,Sports,Yoga Mat,8,101.35,0.1,0,4
2024-11-20,ORD-002259,East,Social,Electronics,Smart Watch,2,379.07,0,0,2
2024-11-07,ORD-002260,East,Social,Electronics,Smart Watch,11,411.49,0,0,5
2024-11-13,ORD-002261,East,Social,Electronics,Earbuds,4,200.62,0,0,3
2024-11-24,ORD-002262,East,Social,Electronics,Earbuds,5,190.07,0,0,4
2024-11-02,ORD-002263,East,Social,Electronics,Smart Watch,3,415.54,0.15,0,4
2024-11-23,ORD-002264,East,Social,Electronics,Earbuds,11,203.47,0,0,5
2024-11-23,ORD-002265,East,Social,Home,Storage Box,6,49.36,0.1,0,4
2024-11-27,ORD-002266,East,Social,Home,Desk Lamp,9,92.68,0.1,0,1
2024-11-02,ORD-002267,East,Social,Home,Desk Lamp,4,88.14,0.05,0,5
2024-11-13,ORD-002268,East,Social,Home,Storage Box,6,50.98,0.1,0,4
2024-11-08,ORD-002269,East,Social,Home,Storage Box,12,51.34,0,0,3
2024-11-28,ORD-002270,East,Social,Beauty,Skin Care Set,12,164.28,0.05,1,2
2024-11-22,ORD-002271,East,Social,Beauty,Hair Dryer,9,226.79,0.15,0,4
2024-11-12,ORD-002272,East,Social,Beauty,Hair Dryer,3,223.97,0,0,2
2024-11-23,ORD-002273,East,Social,Beauty,Hair Dryer,5,229.9,0,0,4
2024-11-25,ORD-002274,East,Social,Beauty,Skin Care Set,5,158.32,0,0,3
2024-11-27,ORD-002275,East,Social,Sports,Yoga Mat,8,100.57,0.1,0,3
2024-11-24,ORD-002276,East,Social,Sports,Yoga Mat,8,101.41,0.05,0,4
2024-11-22,ORD-002277,East,Social,Sports,Yoga Mat,9,94.88,0.05,0,5
2024-11-19,ORD-002278,East,Social,Sports,Fitness Band,12,77.26,0.05,0,4
2024-11-20,ORD-002279,North,Marketplace,Electronics,Smart Watch,2,409.04,0,0,5
2024-11-02,ORD-002280,North,Marketplace,Electronics,Smart Watch,3,416.57,0,0,4
2024-11-04,ORD-002281,North,Marketplace,Electronics,Earbuds,6,204.49,0.1,0,4
2024-11-13,ORD-002282,North,Marketplace,Electronics,Earbuds,11,201.94,0,0,5
2024-11-06,ORD-002283,North,Marketplace,Electronics,Smart Watch,9,398.27,0.1,0,2
2024-11-11,ORD-002284,North,Marketplace,Electronics,Smart Watch,3,409.17,0.15,0,4
2024-11-16,ORD-002285,North,Marketplace,Home,Desk Lamp,1,91.2,0.05,0,1
2024-11-21,ORD-002286,North,Marketplace,Home,Storage Box,7,48.05,0.1,0,3
2024-11-09,ORD-002287,North,Marketplace,Home,Desk Lamp,2,92.95,0.1,0,5
2024-11-17,ORD-002288,North,Marketplace,Home,Storage Box,9,50.21,0.1,0,5
2024-11-10,ORD-002289,North,Marketplace,Beauty,Skin Care Set,1,155.39,0.1,0,5
2024-11-24,ORD-002290,North,Marketplace,Beauty,Skin Care Set,3,151.66,0,1,6
2024-11-23,ORD-002291,North,Marketplace,Beauty,Skin Care Set,2,152.17,0,0,6
2024-11-12,ORD-002292,North,Marketplace,Sports,Yoga Mat,1,94.88,0.05,0,6
2024-11-13,ORD-002293,North,Marketplace,Sports,Yoga Mat,5,103.6,0.15,0,3
2024-11-23,ORD-002294,North,Marketplace,Sports,Yoga Mat,8,96.26,0.05,0,5
2024-11-08,ORD-002295,North,Marketplace,Sports,Yoga Mat,2,95.14,0,0,3
2024-11-01,ORD-002296,North,Marketplace,Sports,Yoga Mat,6,103.6,0,0,5
2024-11-16,ORD-002297,North,Direct,Electronics,Smart Watch,1,409.59,0.05,0,3
2024-11-09,ORD-002298,North,Direct,Electronics,Smart Watch,12,396.93,0,0,1
2024-11-01,ORD-002299,North,Direct,Electronics,Earbuds,2,195.87,0.1,0,4
2024-11-23,ORD-002300,North,Direct,Home,Desk Lamp,12,90.88,0,0,3
2024-11-09,ORD-002301,North,Direct,Home,Storage Box,9,46.77,0.15,0,3
2024-11-08,ORD-002302,North,Direct,Home,Desk Lamp,5,90.65,0.15,0,3
2024-11-12,ORD-002303,North,Direct,Home,Desk Lamp,10,93.29,0.1,0,4
2024-11-06,ORD-002304,North,Direct,Home,Storage Box,5,48.98,0.15,0,4
2024-11-18,ORD-002305,North,Direct,Beauty,Hair Dryer,11,239.41,0.15,0,2
2024-11-20,ORD-002306,North,Direct,Beauty,Skin Care Set,4,155.54,0.05,0,5
2024-11-09,ORD-002307,North,Direct,Beauty,Hair Dryer,3,219.25,0,0,4
2024-11-09,ORD-002308,North,Direct,Beauty,Skin Care Set,6,164.34,0,0,6
2024-11-07,ORD-002309,North,Direct,Beauty,Hair Dryer,7,232.72,0.1,0,5
2024-11-09,ORD-002310,North,Direct,Beauty,Skin Care Set,11,164.32,0.05,0,4
2024-11-05,ORD-002311,North,Direct,Sports,Fitness Band,2,75.77,0.15,0,3
2024-11-01,ORD-002312,North,Direct,Sports,Fitness Band,5,75.76,0,0,4
2024-11-13,ORD-002313,North,Direct,Sports,Yoga Mat,4,99.9,0.15,0,3
2024-11-04,ORD-002314,North,Social,Electronics,Smart Watch,10,414.89,0.05,0,1
2024-11-21,ORD-002315,North,Social,Electronics,Smart Watch,10,407.93,0,0,5
2024-11-23,ORD-002316,North,Social,Electronics,Smart Watch,1,414.96,0,0,5
2024-11-27,ORD-002317,North,Social,Home,Storage Box,5,49.37,0,0,5
2024-11-09,ORD-002318,North,Social,Home,Desk Lamp,1,88.55,0,0,4
2024-11-28,ORD-002319,North,Social,Home,Storage Box,10,49.28,0.15,0,4
2024-11-13,ORD-002320,North,Social,Home,Storage Box,5,46.61,0.05,0,3
2024-11-18,ORD-002321,North,Social,Home,Desk Lamp,10,89.81,0.05,0,4
2024-11-17,ORD-002322,North,Social,Beauty,Skin Care Set,1,154.44,0,0,2
2024-11-16,ORD-002323,North,Social,Beauty,Skin Care Set,4,163.01,0,0,5
2024-11-10,ORD-002324,North,Social,Beauty,Hair Dryer,7,239.07,0,0,5
2024-11-01,ORD-002325,North,Social,Beauty,Hair Dryer,8,235.23,0,0,4
2024-11-22,ORD-002326,North,Social,Beauty,Hair Dryer,6,236.9,0.05,0,5
2024-11-03,ORD-002327,North,Social,Beauty,Skin Care Set,8,153.41,0,0,4
2024-11-14,ORD-002328,North,Social,Sports,Fitness Band,3,82.21,0.1,0,4
2024-11-23,ORD-002329,North,Social,Sports,Fitness Band,11,81.29,0.1,0,3
2024-11-23,ORD-002330,North,Social,Sports,Fitness Band,9,78.64,0.1,0,4
2024-11-15,ORD-002331,North,Social,Sports,Yoga Mat,1,99.0,0,0,5
2024-11-10,ORD-002332,North,Social,Sports,Fitness Band,11,80.16,0.05,0,3
2024-11-12,ORD-002333,North,Social,Sports,Fitness Band,10,79.71,0,0,5
2024-11-12,ORD-002334,West,Marketplace,Electronics,Smart Watch,8,411.79,0,0,5
2024-11-28,ORD-002335,West,Marketplace,Electronics,Smart Watch,4,401.22,0.05,0,2
2024-11-04,ORD-002336,West,Marketplace,Electronics,Earbuds,9,202.59,0.15,0,6
2024-11-07,ORD-002337,West,Marketplace,Electronics,Smart Watch,4,409.95,0.15,0,2
2024-11-20,ORD-002338,West,Marketplace,Home,Desk Lamp,5,90.86,0.15,0,6
2024-11-18,ORD-002339,West,Marketplace,Home,Storage Box,8,50.68,0,0,4
2024-11-24,ORD-002340,West,Marketplace,Home,Desk Lamp,5,84.88,0.15,0,4
2024-11-25,ORD-002341,West,Marketplace,Home,Desk Lamp,11,91.46,0,0,4
2024-11-09,ORD-002342,West,Marketplace,Home,Storage Box,4,49.4,0.05,0,2
2024-11-03,ORD-002343,West,Marketplace,Home,Storage Box,5,49.19,0,0,4
2024-11-19,ORD-002344,West,Marketplace,Beauty,Hair Dryer,1,218.0,0,0,4
2024-11-05,ORD-002345,West,Marketplace,Beauty,Skin Care Set,8,153.89,0,0,3
2024-11-14,ORD-002346,West,Marketplace,Beauty,Hair Dryer,6,227.24,0,0,3
2024-11-18,ORD-002347,West,Marketplace,Beauty,Hair Dryer,5,220.86,0.05,0,4
2024-11-08,ORD-002348,West,Marketplace,Beauty,Hair Dryer,12,226.84,0.05,0,4
2024-11-03,ORD-002349,West,Marketplace,Sports,Yoga Mat,9,99.4,0.05,0,2
2024-11-25,ORD-002350,West,Marketplace,Sports,Yoga Mat,1,99.93,0.15,0,2
2024-11-03,ORD-002351,West,Marketplace,Sports,Fitness Band,9,78.82,0.15,0,5
2024-11-16,ORD-002352,West,Marketplace,Sports,Fitness Band,10,77.26,0,0,1
2024-11-19,ORD-002353,West,Direct,Electronics,Earbuds,2,198.23,0,0,3
2024-11-26,ORD-002354,West,Direct,Electronics,Smart Watch,6,406.43,0,0,5
2024-11-27,ORD-002355,West,Direct,Electronics,Earbuds,7,202.34,0.05,0,3
2024-11-20,ORD-002356,West,Direct,Electronics,Smart Watch,4,392.2,0,0,3
2024-11-16,ORD-002357,West,Direct,Electronics,Smart Watch,5,402.6,0.05,0,5
2024-11-12,ORD-002358,West,Direct,Electronics,Smart Watch,10,388.89,0.1,0,4
2024-11-14,ORD-002359,West,Direct,Home,Storage Box,4,51.05,0,0,2
2024-11-15,ORD-002360,West,Direct,Home,Storage Box,10,46.78,0,0,4
2024-11-07,ORD-002361,West,Direct,Home,Desk Lamp,7,86.32,0.1,1,2
2024-11-13,ORD-002362,West,Direct,Home,Storage Box,7,48.43,0,0,5
2024-11-03,ORD-002363,West,Direct,Beauty,Skin Care Set,2,159.28,0.1,0,5
2024-11-27,ORD-002364,West,Direct,Beauty,Skin Care Set,10,162.37,0.15,1,3
2024-11-14,ORD-002365,West,Direct,Beauty,Hair Dryer,3,235.26,0.15,0,3
2024-11-12,ORD-002366,West,Direct,Beauty,Skin Care Set,12,166.11,0.1,0,3
2024-11-01,ORD-002367,West,Direct,Sports,Fitness Band,8,78.78,0.15,0,4
2024-11-17,ORD-002368,West,Direct,Sports,Fitness Band,6,75.24,0.15,0,2
2024-11-03,ORD-002369,West,Direct,Sports,Fitness Band,3,81.72,0.05,0,4
2024-11-24,ORD-002370,West,Direct,Sports,Yoga Mat,4,99.01,0.1,0,5
2024-11-14,ORD-002371,West,Direct,Sports,Fitness Band,11,75.83,0.15,0,5
2024-11-23,ORD-002372,West,Social,Electronics,Smart Watch,9,383.06,0,0,3
2024-11-19,ORD-002373,West,Social,Electronics,Earbuds,3,195.96,0.1,0,4
2024-11-04,ORD-002374,West,Social,Electronics,Earbuds,12,199.48,0,0,2
2024-11-19,ORD-002375,West,Social,Electronics,Earbuds,10,203.14,0.1,0,3
2024-11-20,ORD-002376,West,Social,Electronics,Earbuds,1,196.51,0.15,0,5
2024-11-06,ORD-002377,West,Social,Home,Storage Box,2,47.14,0.05,0,3
2024-11-28,ORD-002378,West,Social,Home,Desk Lamp,3,86.26,0.15,0,3
2024-11-09,ORD-002379,West,Social,Home,Desk Lamp,4,90.19,0,0,2
2024-11-01,ORD-002380,West,Social,Home,Desk Lamp,6,87.26,0.1,0,4
2024-11-20,ORD-002381,West,Social,Home,Storage Box,2,49.54,0.05,0,3
2024-11-28,ORD-002382,West,Social,Beauty,Hair Dryer,7,221.13,0.1,0,3
2024-11-02,ORD-002383,West,Social,Beauty,Hair Dryer,5,217.94,0.1,0,4
2024-11-15,ORD-002384,West,Social,Beauty,Skin Care Set,11,158.19,0.15,0,4
2024-11-05,ORD-002385,West,Social,Beauty,Hair Dryer,11,233.24,0,0,5
2024-11-17,ORD-002386,West,Social,Beauty,Hair Dryer,7,234.58,0.05,0,3
2024-11-11,ORD-002387,West,Social,Sports,Fitness Band,8,79.24,0,0,3
2024-11-10,ORD-002388,West,Social,Sports,Fitness Band,2,79.03,0.1,0,2
2024-11-19,ORD-002389,West,Social,Sports,Fitness Band,7,80.11,0.05,0,3
2024-11-15,ORD-002390,West,Social,Sports,Yoga Mat,3,101.76,0,0,5
2024-12-11,ORD-002391,South,Marketplace,Electronics,Smart Watch,11,387.58,0,0,3
2024-12-19,ORD-002392,South,Marketplace,Electronics,Smart Watch,2,387.47,0,1,3
2024-12-07,ORD-002393,South,Marketplace,Electronics,Smart Watch,12,399.58,0.05,0,4
2024-12-11,ORD-002394,South,Marketplace,Electronics,Earbuds,1,197.21,0.15,0,4
2024-12-06,ORD-002395,South,Marketplace,Electronics,Smart Watch,12,406.54,0.15,0,2
2024-12-17,ORD-002396,South,Marketplace,Home,Desk Lamp,1,89.85,0.05,0,3
2024-12-23,ORD-002397,South,Marketplace,Home,Storage Box,12,50.51,0,0,4
2024-12-22,ORD-002398,South,Marketplace,Home,Desk Lamp,1,87.52,0,0,3
2024-12-12,ORD-002399,South,Marketplace,Home,Storage Box,8,49.24,0.15,0,4
2024-12-12,ORD-002400,South,Marketplace,Home,Storage Box,11,48.96,0,0,4
2024-12-10,ORD-002401,South,Marketplace,Home,Storage Box,9,49.45,0.1,0,3
2024-12-07,ORD-002402,South,Marketplace,Beauty,Skin Care Set,2,153.23,0.15,0,1
2024-12-05,ORD-002403,South,Marketplace,Beauty,Hair Dryer,11,220.61,0.05,0,7
2024-12-17,ORD-002404,South,Marketplace,Beauty,Hair Dryer,4,219.79,0,0,2
2024-12-20,ORD-002405,South,Marketplace,Beauty,Skin Care Set,8,157.78,0.1,0,3
2024-12-04,ORD-002406,South,Marketplace,Sports,Yoga Mat,11,97.45,0.1,0,1
2024-12-27,ORD-002407,South,Marketplace,Sports,Fitness Band,9,75.27,0.15,0,3
2024-12-20,ORD-002408,South,Marketplace,Sports,Fitness Band,2,81.7,0.15,0,3
2024-12-07,ORD-002409,South,Marketplace,Sports,Fitness Band,12,75.89,0,0,2
2024-12-09,ORD-002410,South,Direct,Electronics,Earbuds,11,197.89,0.15,0,3
2024-12-13,ORD-002411,South,Direct,Electronics,Smart Watch,6,401.54,0,0,3
2024-12-28,ORD-002412,South,Direct,Electronics,Smart Watch,9,410.19,0.15,0,3
2024-12-15,ORD-002413,South,Direct,Electronics,Smart Watch,12,406.7,0,0,2
2024-12-28,ORD-002414,South,Direct,Home,Storage Box,5,50.55,0,0,3
2024-12-13,ORD-002415,South,Direct,Home,Desk Lamp,7,93.25,0,0,2
2024-12-25,ORD-002416,South,Direct,Home,Storage Box,9,51.14,0.15,0,4
2024-12-13,ORD-002417,South,Direct,Home,Desk Lamp,2,89.57,0.15,0,4
2024-12-09,ORD-002418,South,Direct,Home,Desk Lamp,6,92.37,0.15,0,5
2024-12-04,ORD-002419,South,Direct,Home,Desk Lamp,12,91.85,0,0,3
2024-12-21,ORD-002420,South,Direct,Beauty,Hair Dryer,4,230.86,0.05,0,3
2024-12-11,ORD-002421,South,Direct,Beauty,Skin Care Set,8,161.97,0,0,3
2024-12-23,ORD-002422,South,Direct,Beauty,Skin Care Set,2,156.19,0.1,0,6
2024-12-01,ORD-002423,South,Direct,Beauty,Skin Care Set,11,165.52,0,0,6
2024-12-19,ORD-002424,South,Direct,Beauty,Hair Dryer,6,217.68,0,0,3
2024-12-25,ORD-002425,South,Direct,Beauty,Hair Dryer,11,230.74,0.1,1,7
2024-12-06,ORD-002426,South,Direct,Sports,Fitness Band,10,82.92,0.05,0,5
2024-12-07,ORD-002427,South,Direct,Sports,Yoga Mat,11,98.2,0.1,0,3
2024-12-08,ORD-002428,South,Direct,Sports,Yoga Mat,4,99.14,0.15,0,2
2024-12-20,ORD-002429,South,Direct,Sports,Yoga Mat,7,103.77,0.1,0,1
2024-12-20,ORD-002430,South,Direct,Sports,Fitness Band,3,79.38,0,0,2
2024-12-05,ORD-002431,South,Direct,Sports,Yoga Mat,8,95.03,0.1,0,6
2024-12-06,ORD-002432,South,Social,Electronics,Earbuds,11,195.97,0.15,0,3
2024-12-08,ORD-002433,South,Social,Electronics,Smart Watch,8,394.41,0.1,0,2
2024-12-17,ORD-002434,South,Social,Electronics,Smart Watch,1,402.1,0,0,4
2024-12-09,ORD-002435,South,Social,Electronics,Earbuds,1,205.47,0,0,4
2024-12-16,ORD-002436,South,Social,Electronics,Earbuds,6,201.14,0,0,3
2024-12-04,ORD-002437,South,Social,Home,Desk Lamp,1,84.97,0,0,1
2024-12-11,ORD-002438,South,Social,Home,Desk Lamp,9,86.16,0,0,3
2024-12-08,ORD-002439,South,Social,Home,Storage Box,11,49.89,0,0,4
2024-12-16,ORD-002440,South,Social,Home,Storage Box,5,48.42,0,0,2
2024-12-24,ORD-002441,South,Social,Home,Desk Lamp,8,87.45,0.15,0,3
2024-12-14,ORD-002442,South,Social,Beauty,Skin Care Set,7,151.39,0,0,4
2024-12-28,ORD-002443,South,Social,Beauty,Hair Dryer,8,228.63,0.1,0,5
2024-12-15,ORD-002444,South,Social,Beauty,Hair Dryer,2,239.97,0.1,0,3
2024-12-16,ORD-002445,South,Social,Beauty,Hair Dryer,3,219.0,0.05,0,1
2024-12-13,ORD-002446,South,Social,Sports,Yoga Mat,1,96.44,0.05,0,4
2024-12-16,ORD-002447,South,Social,Sports,Yoga Mat,11,95.55,0.15,0,5
2024-12-04,ORD-002448,South,Social,Sports,Yoga Mat,6,100.87,0.1,0,2
2024-12-06,ORD-002449,South,Social,Sports,Yoga Mat,5,101.43,0.05,0,6
2024-12-03,ORD-002450,South,Social,Sports,Fitness Band,3,76.46,0.05,0,3
2024-12-21,ORD-002451,East,Marketplace,Electronics,Smart Watch,6,394.93,0.15,0,3
2024-12-26,ORD-002452,East,Marketplace,Electronics,Smart Watch,11,381.47,0.05,0,4
2024-12-26,ORD-002453,East,Marketplace,Electronics,Smart Watch,9,414.19,0.1,0,5
2024-12-08,ORD-002454,East,Marketplace,Electronics,Smart Watch,4,382.67,0.05,0,3
2024-12-23,ORD-002455,East,Marketplace,Home,Storage Box,1,47.74,0.05,0,3
2024-12-22,ORD-002456,East,Marketplace,Home,Storage Box,8,47.69,0,0,4
2024-12-14,ORD-002457,East,Marketplace,Home,Desk Lamp,7,89.58,0.1,0,4
2024-12-07,ORD-002458,East,Marketplace,Beauty,Skin Care Set,10,153.99,0.05,0,2
2024-12-06,ORD-002459,East,Marketplace,Beauty,Hair Dryer,9,224.36,0.15,0,3
2024-12-02,ORD-002460,East,Marketplace,Beauty,Hair Dryer,6,224.5,0.15,0,3
2024-12-02,ORD-002461,East,Marketplace,Beauty,Skin Care Set,4,157.51,0.15,0,5
2024-12-11,ORD-002462,East,Marketplace,Beauty,Hair Dryer,2,221.04,0.05,0,4
2024-12-26,ORD-002463,East,Marketplace,Beauty,Skin Care Set,5,163.41,0.1,0,4
2024-12-10,ORD-002464,East,Marketplace,Sports,Yoga Mat,10,102.98,0,0,3
2024-12-19,ORD-002465,East,Marketplace,Sports,Yoga Mat,9,101.09,0,0,3
2024-12-09,ORD-002466,East,Marketplace,Sports,Yoga Mat,10,96.64,0,0,3
2024-12-22,ORD-002467,East,Marketplace,Sports,Yoga Mat,3,100.12,0.1,0,3
2024-12-10,ORD-002468,East,Marketplace,Sports,Yoga Mat,7,98.22,0.05,0,3
2024-12-20,ORD-002469,East,Direct,Electronics,Earbuds,10,200.76,0.15,0,4
2024-12-25,ORD-002470,East,Direct,Electronics,Earbuds,11,191.93,0,0,1
2024-12-06,ORD-002471,East,Direct,Electronics,Earbuds,9,197.92,0.05,0,3
2024-12-05,ORD-002472,East,Direct,Home,Storage Box,7,47.75,0,0,5
2024-12-20,ORD-002473,East,Direct,Home,Storage Box,4,50.72,0,0,3
2024-12-15,ORD-002474,East,Direct,Home,Desk Lamp,12,88.8,0.1,0,4
2024-12-15,ORD-002475,East,Direct,Home,Storage Box,1,48.68,0,0,1
2024-12-12,ORD-002476,East,Direct,Beauty,Hair Dryer,9,219.07,0,0,4
2024-12-01,ORD-002477,East,Direct,Beauty,Skin Care Set,6,154.36,0.1,1,5
2024-12-06,ORD-002478,East,Direct,Beauty,Hair Dryer,1,225.89,0,0,5
2024-12-20,ORD-002479,East,Direct,Beauty,Hair Dryer,2,223.53,0.05,0,3
2024-12-26,ORD-002480,East,Direct,Sports,Fitness Band,10,79.72,0,0,4
2024-12-27,ORD-002481,East,Direct,Sports,Yoga Mat,11,100.93,0,0,1
2024-12-06,ORD-002482,East,Direct,Sports,Fitness Band,12,78.75,0.05,0,4
2024-12-09,ORD-002483,East,Direct,Sports,Fitness Band,6,76.23,0,0,3
2024-12-07,ORD-002484,East,Direct,Sports,Fitness Band,5,81.45,0,0,4
2024-12-21,ORD-002485,East,Direct,Sports,Fitness Band,4,76.59,0.1,0,5
2024-12-27,ORD-002486,East,Social,Electronics,Earbuds,10,192.37,0,0,3
2024-12-23,ORD-002487,East,Social,Electronics,Smart Watch,11,408.81,0,0,3
2024-12-20,ORD-002488,East,Social,Electronics,Smart Watch,10,387.12,0.1,0,3
2024-12-03,ORD-002489,East,Social,Home,Desk Lamp,7,85.12,0.05,0,4
2024-12-17,ORD-002490,East,Social,Home,Desk Lamp,7,90.27,0.15,0,6
2024-12-12,ORD-002491,East,Social,Home,Desk Lamp,12,86.71,0,0,1
2024-12-18,ORD-002492,East,Social,Home,Desk Lamp,9,87.7,0,0,5
2024-12-16,ORD-002493,East,Social,Home,Desk Lamp,11,92.13,0,0,1
2024-12-21,ORD-002494,East,Social,Home,Desk Lamp,12,89.0,0.05,0,3
2024-12-13,ORD-002495,East,Social,Beauty,Hair Dryer,12,235.86,0,0,1
2024-12-26,ORD-002496,East,Social,Beauty,Skin Care Set,1,157.1,0,0,1
2024-12-13,ORD-002497,East,Social,Beauty,Hair Dryer,3,228.42,0.05,0,4
2024-12-21,ORD-002498,East,Social,Beauty,Hair Dryer,5,224.67,0.1,1,3
2024-12-07,ORD-002499,East,Social,Beauty,Skin Care Set,5,160.73,0.1,0,4
2024-12-01,ORD-002500,East,Social,Sports,Yoga Mat,5,101.03,0,0,3
2024-12-26,ORD-002501,East,Social,Sports,Fitness Band,4,80.68,0.1,0,3
2024-12-28,ORD-002502,East,Social,Sports,Yoga Mat,2,99.8,0,0,4
2024-12-04,ORD-002503,East,Social,Sports,Yoga Mat,9,99.61,0.05,0,1
2024-12-06,ORD-002504,East,Social,Sports,Fitness Band,9,77.94,0.15,0,3
2024-12-07,ORD-002505,North,Marketplace,Electronics,Earbuds,2,199.85,0,0,4
2024-12-19,ORD-002506,North,Marketplace,Electronics,Earbuds,5,192.71,0.05,0,5
2024-12-20,ORD-002507,North,Marketplace,Electronics,Smart Watch,8,388.43,0.1,0,2
2024-12-28,ORD-002508,North,Marketplace,Electronics,Smart Watch,12,410.81,0.1,0,4
2024-12-02,ORD-002509,North,Marketplace,Electronics,Earbuds,9,204.2,0.1,0,1
2024-12-26,ORD-002510,North,Marketplace,Home,Desk Lamp,4,86.34,0.15,0,4
2024-12-05,ORD-002511,North,Marketplace,Home,Desk Lamp,4,92.31,0,0,3
2024-12-11,ORD-002512,North,Marketplace,Home,Storage Box,5,47.06,0.15,0,3
2024-12-07,ORD-002513,North,Marketplace,Home,Storage Box,10,48.92,0.05,0,4
2024-12-09,ORD-002514,North,Marketplace,Beauty,Hair Dryer,12,220.48,0.15,0,2
2024-12-21,ORD-002515,North,Marketplace,Beauty,Skin Care Set,6,166.1,0.1,0,2
2024-12-15,ORD-002516,North,Marketplace,Beauty,Skin Care Set,6,152.03,0,0,3
2024-12-25,ORD-002517,North,Marketplace,Sports,Fitness Band,3,82.4,0,0,5
2024-12-27,ORD-002518,North,Marketplace,Sports,Fitness Band,9,81.6,0,0,3
2024-12-02,ORD-002519,North,Marketplace,Sports,Yoga Mat,11,98.94,0.15,0,4
